EmployeeNumber,Department,JobRole,Age,Gender,MonthlyIncome,YearsAtCompany,OverTime,JobSatisfaction,WorkLifeBalance,Attrition_Actual,Attrition_Prob,Risk_Score,Risk_Tier,salary_band
444,Research & Development,Manager,39,Male,19272,21,No,4,3,No,0.03653683,3.7,🟢 Low,> $10K
992,Sales,Manager,33,Male,17444,10,No,3,3,No,0.036522146,3.7,🟢 Low,> $10K
1802,Research & Development,Laboratory Technician,40,Female,3377,4,No,1,2,No,0.03642923,3.6,🟢 Low,$3K-$6K
1721,Research & Development,Laboratory Technician,31,Male,3477,5,No,3,4,No,0.036422867,3.6,🟢 Low,$3K-$6K
1407,Research & Development,Research Scientist,26,Male,3904,4,No,4,3,No,0.036421187,3.6,🟢 Low,$3K-$6K
865,Research & Development,Research Scientist,32,Female,5175,5,No,3,2,No,0.035881273,3.6,🟢 Low,$3K-$6K
635,Research & Development,Manufacturing Director,37,Female,6447,6,No,2,2,No,0.035776526,3.6,🟢 Low,$6K-$10K
1628,Research & Development,Manufacturing Director,40,Female,10435,18,No,3,3,No,0.035752837,3.6,🟢 Low,> $10K
491,Research & Development,Healthcare Representative,50,Male,10496,4,No,4,3,No,0.035714127,3.6,🟢 Low,> $10K
817,Research & Development,Research Director,33,Male,11691,13,No,3,4,No,0.035706617,3.6,🟢 Low,> $10K
1824,Sales,Manager,58,Male,16291,16,No,2,2,No,0.035629563,3.6,🟢 Low,> $10K
620,Sales,Sales Executive,35,Female,4859,5,No,3,3,No,0.035466924,3.5,🟢 Low,$3K-$6K
760,Human Resources,Human Resources,39,Female,6389,8,No,2,1,No,0.03491181,3.5,🟢 Low,$6K-$10K
1898,Sales,Sales Executive,27,Female,6500,8,No,3,2,No,0.03478142,3.5,🟢 Low,$6K-$10K
273,Research & Development,Manufacturing Director,38,Male,6261,7,No,4,1,No,0.0347506,3.5,🟢 Low,$6K-$10K
293,Sales,Sales Executive,27,Female,9981,7,No,3,3,No,0.034625124,3.5,🟢 Low,$6K-$10K
247,Research & Development,Research Scientist,34,Female,2311,3,No,2,3,No,0.03455605,3.5,🟢 Low,< $3K
813,Research & Development,Laboratory Technician,52,Female,3149,5,No,3,3,No,0.034299545,3.4,🟢 Low,$3K-$6K
958,Research & Development,Laboratory Technician,36,Male,2519,11,No,3,3,No,0.034228045,3.4,🟢 Low,< $3K
905,Research & Development,Manager,50,Male,17924,31,No,1,3,No,0.03413195,3.4,🟢 Low,> $10K
1460,Research & Development,Healthcare Representative,45,Male,10851,7,Yes,1,3,No,0.03391016,3.4,🟢 Low,> $10K
160,Sales,Sales Executive,33,Male,6146,7,No,2,4,No,0.03387493,3.4,🟢 Low,$6K-$10K
1177,Research & Development,Laboratory Technician,26,Male,4420,8,No,4,3,No,0.033758882,3.4,🟢 Low,$3K-$6K
198,Research & Development,Laboratory Technician,30,Male,2720,5,No,4,3,No,0.033742048,3.4,🟢 Low,< $3K
339,Research & Development,Manufacturing Director,34,Male,5957,11,No,1,3,No,0.033723827,3.4,🟢 Low,$3K-$6K
177,Human Resources,Human Resources,26,Female,2942,8,No,3,3,No,0.033678133,3.4,🟢 Low,< $3K
1525,Research & Development,Manufacturing Director,39,Female,8376,2,No,2,3,No,0.0335416,3.4,🟢 Low,$6K-$10K
14,Research & Development,Laboratory Technician,35,Male,2426,5,No,2,3,No,0.033339407,3.3,🟢 Low,< $3K
309,Research & Development,Research Scientist,59,Male,2177,1,No,4,3,No,0.03313454,3.3,🟢 Low,< $3K
1982,Research & Development,Laboratory Technician,23,Male,2647,5,No,4,4,No,0.03310515,3.3,🟢 Low,< $3K
56,Sales,Sales Executive,27,Male,8726,9,No,3,3,No,0.033063423,3.3,🟢 Low,$6K-$10K
60,Sales,Sales Executive,34,Male,4568,9,No,3,3,No,0.032869764,3.3,🟢 Low,$3K-$6K
1061,Research & Development,Research Director,50,Male,19237,8,Yes,3,2,No,0.032864332,3.3,🟢 Low,> $10K
1789,Research & Development,Research Director,46,Male,19328,2,Yes,4,3,No,0.032861732,3.3,🟢 Low,> $10K
1092,Research & Development,Healthcare Representative,40,Male,10322,11,No,4,3,No,0.0327574,3.3,🟢 Low,> $10K
1088,Research & Development,Healthcare Representative,38,Female,8823,19,No,3,2,No,0.032701578,3.3,🟢 Low,$6K-$10K
1845,Sales,Sales Executive,45,Female,5154,8,No,3,4,No,0.032532874,3.3,🟢 Low,$3K-$6K
1241,Research & Development,Research Scientist,30,Male,3579,11,Yes,2,3,No,0.032381523,3.2,🟢 Low,$3K-$6K
1191,Research & Development,Manager,56,Female,19943,5,No,1,3,No,0.032354824,3.2,🟢 Low,> $10K
275,Research & Development,Manufacturing Director,49,Male,6804,7,Yes,4,3,No,0.03216425,3.2,🟢 Low,$6K-$10K
606,Sales,Sales Executive,45,Male,4805,8,No,2,4,No,0.032157574,3.2,🟢 Low,$3K-$6K
1590,Research & Development,Healthcare Representative,29,Male,8853,6,No,4,4,No,0.03213749,3.2,🟢 Low,$6K-$10K
1374,Research & Development,Research Scientist,34,Female,2029,5,No,3,3,No,0.031950213,3.2,🟢 Low,< $3K
1293,Sales,Sales Executive,43,Female,10231,21,No,4,4,No,0.03187576,3.2,🟢 Low,> $10K
1602,Sales,Manager,46,Male,17567,26,No,1,1,No,0.03185032,3.2,🟢 Low,> $10K
1527,Sales,Manager,46,Female,16606,13,No,2,4,No,0.0316757,3.2,🟢 Low,> $10K
653,Sales,Sales Executive,31,Male,5460,7,No,4,4,No,0.031618994,3.2,🟢 Low,$3K-$6K
836,Research & Development,Manufacturing Director,42,Male,4434,9,No,2,2,No,0.031617258,3.2,🟢 Low,$3K-$6K
611,Research & Development,Manufacturing Director,29,Male,4262,3,No,4,4,No,0.031430278,3.1,🟢 Low,$3K-$6K
154,Sales,Sales Executive,36,Female,9738,9,No,4,3,No,0.031412613,3.1,🟢 Low,$6K-$10K
776,Sales,Manager,52,Male,16856,34,No,1,4,No,0.031350516,3.1,🟢 Low,> $10K
151,Research & Development,Research Scientist,34,Female,4505,1,No,2,3,No,0.031262346,3.1,🟢 Low,$3K-$6K
1771,Research & Development,Research Scientist,33,Male,3055,9,No,2,2,No,0.031167725,3.1,🟢 Low,$3K-$6K
1890,Human Resources,Human Resources,36,Male,3886,10,No,4,2,No,0.031003762,3.1,🟢 Low,$3K-$6K
1849,Sales,Sales Executive,43,Male,5675,7,No,4,3,No,0.030955482,3.1,🟢 Low,$3K-$6K
675,Research & Development,Research Scientist,22,Male,2773,2,No,3,3,No,0.03089814,3.1,🟢 Low,< $3K
1044,Sales,Sales Representative,33,Female,2342,2,No,4,2,No,0.030824652,3.1,🟢 Low,< $3K
901,Research & Development,Research Director,53,Female,14275,12,No,4,3,No,0.030698182,3.1,🟢 Low,> $10K
1206,Research & Development,Research Scientist,44,Male,2290,0,No,3,3,No,0.030609494,3.1,🟢 Low,< $3K
567,Sales,Sales Executive,30,Female,8412,9,No,1,3,No,0.030445023,3.0,🟢 Low,$6K-$10K
367,Research & Development,Healthcare Representative,31,Male,5582,9,No,4,3,No,0.030388884,3.0,🟢 Low,$3K-$6K
1700,Sales,Sales Executive,37,Male,9525,6,No,4,2,No,0.030385282,3.0,🟢 Low,$6K-$10K
1060,Research & Development,Research Scientist,38,Male,2821,2,No,3,3,No,0.030337468,3.0,🟢 Low,< $3K
386,Research & Development,Research Director,53,Male,17584,5,Yes,3,2,No,0.03023238,3.0,🟢 Low,> $10K
1140,Research & Development,Manufacturing Director,34,Male,4033,3,No,3,2,No,0.029987426,3.0,🟢 Low,$3K-$6K
1782,Research & Development,Laboratory Technician,38,Female,3702,5,No,3,3,No,0.029872408,3.0,🟢 Low,$3K-$6K
1438,Research & Development,Research Scientist,47,Male,3420,6,No,4,2,No,0.02970445,3.0,🟢 Low,$3K-$6K
1938,Sales,Manager,58,Female,17875,1,Yes,4,2,No,0.02967764,3.0,🟢 Low,> $10K
1312,Research & Development,Healthcare Representative,36,Female,7094,7,No,3,3,No,0.029437365,2.9,🟢 Low,$6K-$10K
296,Research & Development,Research Director,51,Male,12490,10,No,2,1,No,0.029386483,2.9,🟢 Low,> $10K
1182,Research & Development,Manufacturing Director,35,Male,10274,7,No,2,4,No,0.029275175,2.9,🟢 Low,> $10K
754,Sales,Sales Executive,43,Male,6804,2,No,4,3,No,0.029216368,2.9,🟢 Low,$6K-$10K
1080,Research & Development,Research Scientist,46,Female,4615,16,Yes,1,3,No,0.029157432,2.9,🟢 Low,$3K-$6K
384,Research & Development,Manufacturing Director,26,Female,6397,6,No,2,1,No,0.029082166,2.9,🟢 Low,$6K-$10K
580,Sales,Sales Executive,46,Female,9071,3,Yes,4,3,No,0.029079236,2.9,🟢 Low,$6K-$10K
1238,Research & Development,Research Scientist,33,Male,2781,14,No,4,3,No,0.028812947,2.9,🟢 Low,< $3K
1681,Sales,Sales Executive,33,Female,5368,6,Yes,4,3,No,0.028801681,2.9,🟢 Low,$3K-$6K
1120,Research & Development,Research Scientist,29,Female,2514,7,No,4,3,No,0.028759876,2.9,🟢 Low,< $3K
1204,Sales,Manager,46,Female,17048,26,No,1,3,No,0.028710747,2.9,🟢 Low,> $10K
984,Sales,Sales Executive,35,Male,7823,10,No,4,3,No,0.028701408,2.9,🟢 Low,$6K-$10K
20,Research & Development,Manufacturing Director,29,Female,9980,10,No,1,3,No,0.028566353,2.9,🟢 Low,$6K-$10K
844,Research & Development,Research Director,27,Male,12808,9,Yes,4,3,No,0.028555546,2.9,🟢 Low,> $10K
425,Research & Development,Laboratory Technician,45,Male,5210,24,No,1,3,No,0.028522793,2.9,🟢 Low,$3K-$6K
231,Research & Development,Research Scientist,32,Male,3038,5,No,3,3,No,0.02851645,2.9,🟢 Low,$3K-$6K
1499,Human Resources,Human Resources,30,Male,2064,5,No,3,4,No,0.028462285,2.8,🟢 Low,< $3K
1542,Research & Development,Laboratory Technician,42,Male,4841,1,No,2,3,No,0.02843141,2.8,🟢 Low,$3K-$6K
501,Research & Development,Research Scientist,36,Female,2543,2,No,3,3,No,0.028421355,2.8,🟢 Low,< $3K
1756,Sales,Sales Executive,33,Female,5147,11,No,2,2,No,0.028377771,2.8,🟢 Low,$3K-$6K
374,Research & Development,Manager,55,Male,19045,36,Yes,1,3,No,0.027960995,2.8,🟢 Low,> $10K
104,Research & Development,Laboratory Technician,30,Male,5126,10,Yes,4,2,No,0.027824938,2.8,🟢 Low,$3K-$6K
1745,Research & Development,Research Scientist,30,Female,4968,9,No,1,3,No,0.027671233,2.8,🟢 Low,$3K-$6K
1362,Sales,Sales Executive,36,Female,4639,15,No,1,2,No,0.027653059,2.8,🟢 Low,$3K-$6K
340,Research & Development,Research Scientist,37,Female,3920,3,No,1,2,No,0.027549446,2.8,🟢 Low,$3K-$6K
757,Research & Development,Healthcare Representative,34,Female,6142,5,No,3,3,No,0.027532704,2.8,🟢 Low,$6K-$10K
1854,Research & Development,Research Scientist,42,Male,2936,6,No,3,2,No,0.027466334,2.7,🟢 Low,< $3K
786,Sales,Sales Executive,34,Male,6274,6,No,4,3,No,0.027378704,2.7,🟢 Low,$6K-$10K
1322,Research & Development,Manufacturing Director,39,Male,4534,8,No,3,3,No,0.027300842,2.7,🟢 Low,$3K-$6K
1814,Research & Development,Healthcare Representative,41,Male,6870,3,No,2,1,No,0.027204424,2.7,🟢 Low,$6K-$10K
722,Sales,Sales Executive,32,Male,5396,10,No,4,2,No,0.02719447,2.7,🟢 Low,$3K-$6K
242,Research & Development,Research Scientist,33,Male,2500,3,No,4,4,No,0.027175585,2.7,🟢 Low,< $3K
1047,Sales,Sales Executive,34,Male,9725,15,No,4,2,No,0.027076857,2.7,🟢 Low,$6K-$10K
36,Research & Development,Healthcare Representative,44,Female,10248,22,No,4,3,No,0.026724825,2.7,🟢 Low,> $10K
575,Research & Development,Research Director,46,Male,17861,3,No,3,1,No,0.02667428,2.7,🟢 Low,> $10K
710,Research & Development,Research Scientist,29,Male,2720,10,No,4,3,No,0.026651103,2.7,🟢 Low,< $3K
2024,Sales,Sales Executive,36,Female,7644,9,No,4,3,No,0.026621258,2.7,🟢 Low,$6K-$10K
1473,Research & Development,Healthcare Representative,49,Male,6651,3,No,3,2,No,0.026592905,2.7,🟢 Low,$6K-$10K
102,Research & Development,Research Director,37,Male,13664,5,No,3,4,No,0.026560357,2.7,🟢 Low,> $10K
2035,Sales,Sales Executive,34,Female,6712,8,No,3,3,No,0.026527211,2.7,🟢 Low,$6K-$10K
562,Research & Development,Laboratory Technician,30,Male,2097,5,No,4,1,No,0.026490562,2.6,🟢 Low,< $3K
1466,Sales,Sales Executive,48,Male,5486,2,No,1,3,No,0.026408007,2.6,🟢 Low,$3K-$6K
197,Research & Development,Research Scientist,30,Female,3204,3,No,1,3,No,0.026397951,2.6,🟢 Low,$3K-$6K
1291,Research & Development,Research Scientist,35,Male,3506,3,Yes,3,3,No,0.026236657,2.6,🟢 Low,$3K-$6K
1344,Research & Development,Healthcare Representative,34,Male,8500,9,No,4,2,No,0.026213648,2.6,🟢 Low,$6K-$10K
712,Sales,Sales Executive,48,Male,8120,2,No,2,3,No,0.026111947,2.6,🟢 Low,$6K-$10K
1440,Research & Development,Laboratory Technician,37,Male,3500,6,No,3,1,No,0.026098128,2.6,🟢 Low,$3K-$6K
256,Research & Development,Manufacturing Director,34,Male,9547,10,No,3,2,No,0.0260319,2.6,🟢 Low,$6K-$10K
1304,Sales,Sales Executive,32,Male,6209,10,No,4,4,No,0.02599151,2.6,🟢 Low,$6K-$10K
1623,Research & Development,Research Scientist,21,Male,3117,2,No,4,3,No,0.025918173,2.6,🟢 Low,$3K-$6K
1340,Research & Development,Research Scientist,40,Male,3544,4,No,3,3,No,0.025900315,2.6,🟢 Low,$3K-$6K
1709,Research & Development,Laboratory Technician,29,Female,2974,5,No,3,3,No,0.025876932,2.6,🟢 Low,< $3K
465,Research & Development,Research Scientist,23,Male,2904,4,No,4,2,No,0.025836192,2.6,🟢 Low,< $3K
306,Research & Development,Research Director,37,Male,12185,10,Yes,4,3,No,0.025821535,2.6,🟢 Low,> $10K
408,Research & Development,Manufacturing Director,51,Male,5482,4,No,2,3,No,0.02576683,2.6,🟢 Low,$3K-$6K
184,Human Resources,Human Resources,30,Male,6347,11,Yes,4,1,No,0.025721097,2.6,🟢 Low,$6K-$10K
613,Sales,Manager,31,Male,11557,5,No,4,2,No,0.025684815,2.6,🟢 Low,> $10K
1233,Sales,Sales Executive,60,Male,5220,11,Yes,4,3,No,0.025521519,2.6,🟢 Low,$3K-$6K
630,Research & Development,Research Scientist,52,Male,5577,10,Yes,1,3,No,0.02544747,2.5,🟢 Low,$3K-$6K
1601,Research & Development,Laboratory Technician,35,Male,2690,1,No,4,2,No,0.025445128,2.5,🟢 Low,< $3K
1786,Research & Development,Manager,51,Female,13116,2,No,3,3,No,0.025387557,2.5,🟢 Low,> $10K
288,Research & Development,Healthcare Representative,46,Male,9396,4,No,1,3,No,0.02537991,2.5,🟢 Low,$6K-$10K
949,Research & Development,Research Scientist,36,Male,4678,6,No,4,3,No,0.025357967,2.5,🟢 Low,$3K-$6K
1800,Research & Development,Research Director,39,Male,13464,4,No,3,3,No,0.025356812,2.5,🟢 Low,> $10K
271,Research & Development,Manufacturing Director,38,Male,6553,1,No,3,3,No,0.025347812,2.5,🟢 Low,$6K-$10K
1361,Research & Development,Laboratory Technician,40,Male,2387,4,No,2,3,No,0.025295947,2.5,🟢 Low,< $3K
145,Research & Development,Healthcare Representative,51,Female,7484,13,No,1,2,No,0.025083287,2.5,🟢 Low,$6K-$10K
1857,Research & Development,Manufacturing Director,46,Male,8578,9,No,4,2,No,0.025006086,2.5,🟢 Low,$6K-$10K
1249,Research & Development,Research Scientist,29,Female,3760,3,No,4,3,No,0.02495863,2.5,🟢 Low,$3K-$6K
1289,Human Resources,Human Resources,34,Male,4490,10,No,2,4,No,0.024933198,2.5,🟢 Low,$3K-$6K
574,Research & Development,Manufacturing Director,47,Female,5070,5,No,4,3,No,0.024770994,2.5,🟢 Low,$3K-$6K
1133,Research & Development,Manufacturing Director,36,Male,7779,11,No,4,3,No,0.024766078,2.5,🟢 Low,$6K-$10K
1013,Research & Development,Manufacturing Director,54,Female,10739,10,No,3,3,No,0.024621986,2.5,🟢 Low,> $10K
129,Sales,Sales Executive,28,Male,4221,5,No,3,4,No,0.024492979,2.4,🟢 Low,$3K-$6K
1430,Research & Development,Research Director,31,Female,16422,3,No,2,4,No,0.024446853,2.4,🟢 Low,> $10K
1007,Research & Development,Manufacturing Director,46,Male,10845,8,No,3,3,No,0.024432555,2.4,🟢 Low,> $10K
1472,Research & Development,Research Director,53,Male,16598,9,No,2,2,No,0.024234138,2.4,🟢 Low,> $10K
1550,Human Resources,Manager,40,Male,16437,21,Yes,4,3,No,0.02422011,2.4,🟢 Low,> $10K
1501,Research & Development,Healthcare Representative,55,Male,4035,3,Yes,3,3,No,0.024206016,2.4,🟢 Low,$3K-$6K
112,Research & Development,Manufacturing Director,56,Male,7260,6,No,4,2,No,0.024188234,2.4,🟢 Low,$6K-$10K
707,Sales,Sales Executive,25,Male,4851,3,No,2,3,No,0.024069268,2.4,🟢 Low,$3K-$6K
96,Research & Development,Research Scientist,32,Male,6220,10,No,2,3,No,0.023955032,2.4,🟢 Low,$6K-$10K
1114,Sales,Sales Executive,33,Female,4302,3,No,2,3,No,0.023821548,2.4,🟢 Low,$3K-$6K
1870,Research & Development,Research Scientist,27,Female,4774,7,No,1,2,No,0.023763744,2.4,🟢 Low,$3K-$6K
338,Research & Development,Research Scientist,33,Female,2911,2,No,4,2,No,0.023761163,2.4,🟢 Low,< $3K
564,Research & Development,Research Director,29,Male,11935,10,No,3,3,No,0.023750639,2.4,🟢 Low,> $10K
894,Research & Development,Laboratory Technician,42,Female,5231,5,Yes,4,2,No,0.02354688,2.4,🟢 Low,$3K-$6K
2037,Sales,Sales Executive,41,Male,8938,5,No,2,3,No,0.023476372,2.3,🟢 Low,$6K-$10K
1638,Research & Development,Manufacturing Director,38,Female,7756,5,Yes,3,4,No,0.023406005,2.3,🟢 Low,$6K-$10K
1973,Human Resources,Manager,55,Male,19636,10,Yes,2,3,No,0.023302514,2.3,🟢 Low,> $10K
202,Research & Development,Research Scientist,40,Female,5605,20,No,2,3,No,0.02320944,2.3,🟢 Low,$3K-$6K
1237,Research & Development,Manufacturing Director,36,Female,10252,7,Yes,1,3,No,0.023147825,2.3,🟢 Low,> $10K
569,Research & Development,Manager,50,Male,17046,27,No,3,3,No,0.023059152,2.3,🟢 Low,> $10K
1137,Sales,Sales Executive,35,Male,4968,5,No,4,3,No,0.022958035,2.3,🟢 Low,$3K-$6K
2051,Research & Development,Research Scientist,40,Female,2001,5,No,3,3,No,0.02293639,2.3,🟢 Low,< $3K
1382,Research & Development,Research Scientist,38,Male,2610,4,No,3,3,No,0.022929857,2.3,🟢 Low,< $3K
1719,Research & Development,Research Director,45,Female,16704,21,No,2,3,No,0.022925109,2.3,🟢 Low,> $10K
423,Research & Development,Research Scientist,31,Male,4821,5,Yes,4,3,No,0.022887852,2.3,🟢 Low,$3K-$6K
98,Research & Development,Manufacturing Director,31,Female,4424,11,No,4,3,No,0.022857802,2.3,🟢 Low,$3K-$6K
1235,Research & Development,Research Scientist,32,Female,4998,8,Yes,3,3,No,0.022838311,2.3,🟢 Low,$3K-$6K
529,Research & Development,Research Scientist,37,Female,4449,13,Yes,3,3,No,0.022763437,2.3,🟢 Low,$3K-$6K
158,Sales,Manager,43,Male,16959,25,Yes,4,4,No,0.022739487,2.3,🟢 Low,> $10K
1003,Sales,Sales Executive,47,Female,4163,9,Yes,4,3,No,0.022652673,2.3,🟢 Low,$3K-$6K
1471,Research & Development,Laboratory Technician,44,Male,3162,5,No,3,3,No,0.02254191,2.3,🟢 Low,$3K-$6K
23,Sales,Manager,53,Female,15427,25,No,4,3,No,0.022537692,2.3,🟢 Low,> $10K
1815,Sales,Sales Executive,41,Female,10447,22,Yes,3,4,No,0.022237414,2.2,🟢 Low,> $10K
1267,Sales,Manager,44,Male,18213,22,No,2,3,No,0.022164265,2.2,🟢 Low,> $10K
2036,Sales,Sales Executive,36,Male,5406,15,No,4,2,No,0.022152212,2.2,🟢 Low,$3K-$6K
1523,Research & Development,Research Director,44,Male,16328,20,No,1,4,No,0.022041209,2.2,🟢 Low,> $10K
2034,Research & Development,Manufacturing Director,41,Female,13570,20,No,2,3,No,0.022012994,2.2,🟢 Low,> $10K
40,Research & Development,Healthcare Representative,44,Male,6465,4,Yes,4,4,No,0.021967316,2.2,🟢 Low,$6K-$10K
1192,Research & Development,Laboratory Technician,29,Female,3131,10,No,4,3,No,0.021956455,2.2,🟢 Low,$3K-$6K
304,Research & Development,Laboratory Technician,36,Male,5914,13,No,2,4,No,0.021953495,2.2,🟢 Low,$3K-$6K
1952,Research & Development,Laboratory Technician,26,Male,2867,7,No,1,2,No,0.02194222,2.2,🟢 Low,< $3K
1596,Research & Development,Laboratory Technician,35,Male,3407,10,No,3,2,No,0.021875584,2.2,🟢 Low,$3K-$6K
38,Sales,Manager,46,Female,18947,2,No,1,2,No,0.021733405,2.2,🟢 Low,> $10K
1260,Research & Development,Healthcare Representative,29,Male,6623,6,Yes,4,3,No,0.021721983,2.2,🟢 Low,$6K-$10K
823,Research & Development,Manufacturing Director,36,Female,5228,9,No,2,3,No,0.02162074,2.2,🟢 Low,$3K-$6K
452,Research & Development,Research Scientist,45,Male,3697,10,No,4,3,No,0.021600317,2.2,🟢 Low,$3K-$6K
380,Research & Development,Research Director,37,Female,13603,5,Yes,4,3,No,0.021598075,2.2,🟢 Low,> $10K
985,Sales,Sales Executive,39,Male,7880,8,No,3,3,No,0.021569466,2.2,🟢 Low,$6K-$10K
806,Research & Development,Laboratory Technician,30,Male,3833,2,No,3,3,No,0.02144667,2.1,🟢 Low,$3K-$6K
1285,Research & Development,Laboratory Technician,34,Female,4444,11,No,2,4,No,0.021436391,2.1,🟢 Low,$3K-$6K
966,Research & Development,Manufacturing Director,32,Female,6725,8,No,1,4,No,0.021434275,2.1,🟢 Low,$6K-$10K
302,Sales,Sales Executive,45,Female,8865,19,No,4,3,No,0.021379055,2.1,🟢 Low,$6K-$10K
731,Human Resources,Manager,41,Male,19141,21,No,4,2,No,0.021358993,2.1,🟢 Low,> $10K
1128,Research & Development,Research Director,40,Male,19626,20,No,3,4,No,0.021353068,2.1,🟢 Low,> $10K
131,Sales,Sales Executive,58,Male,13872,37,No,3,2,No,0.02123234,2.1,🟢 Low,> $10K
520,Research & Development,Research Director,43,Male,14336,25,No,2,3,No,0.021092441,2.1,🟢 Low,> $10K
1315,Research & Development,Laboratory Technician,28,Female,6674,9,No,4,3,No,0.021078577,2.1,🟢 Low,$6K-$10K
244,Sales,Sales Executive,46,Female,10453,24,No,1,3,No,0.021064399,2.1,🟢 Low,> $10K
1109,Research & Development,Manager,42,Male,17665,22,No,1,3,No,0.02096314,2.1,🟢 Low,> $10K
1592,Research & Development,Research Scientist,23,Male,2073,2,No,3,3,No,0.020889,2.1,🟢 Low,< $3K
1937,Research & Development,Research Scientist,38,Female,2133,20,Yes,2,3,No,0.020813778,2.1,🟢 Low,< $3K
8,Research & Development,Laboratory Technician,32,Male,3068,7,No,4,2,No,0.020751914,2.1,🟢 Low,$3K-$6K
1847,Research & Development,Research Scientist,36,Female,6962,1,Yes,2,3,No,0.020743331,2.1,🟢 Low,$6K-$10K
1755,Research & Development,Research Scientist,34,Male,2932,5,Yes,4,3,No,0.020734606,2.1,🟢 Low,< $3K
1257,Research & Development,Research Scientist,36,Male,3692,11,No,2,2,No,0.0206839,2.1,🟢 Low,$3K-$6K
544,Research & Development,Research Scientist,45,Male,2654,2,No,4,2,No,0.020602189,2.1,🟢 Low,< $3K
1651,Research & Development,Healthcare Representative,36,Female,8008,3,No,1,3,No,0.020565147,2.1,🟢 Low,$6K-$10K
1412,Research & Development,Manufacturing Director,35,Male,9362,2,No,4,3,No,0.02052892,2.1,🟢 Low,$6K-$10K
845,Research & Development,Manufacturing Director,35,Male,10221,8,No,3,4,No,0.020499777,2.0,🟢 Low,> $10K
882,Research & Development,Laboratory Technician,32,Male,2314,3,No,4,3,No,0.020462342,2.0,🟢 Low,< $3K
1278,Research & Development,Healthcare Representative,55,Male,13577,33,Yes,2,3,No,0.020440724,2.0,🟢 Low,> $10K
507,Sales,Sales Executive,24,Female,4260,5,Yes,3,4,No,0.020375704,2.0,🟢 Low,$3K-$6K
148,Human Resources,Manager,54,Female,17328,5,Yes,4,3,No,0.020352751,2.0,🟢 Low,> $10K
548,Research & Development,Manufacturing Director,30,Female,6091,5,No,4,3,No,0.020286413,2.0,🟢 Low,$6K-$10K
57,Research & Development,Laboratory Technician,30,Female,4011,12,No,4,3,No,0.020238724,2.0,🟢 Low,$3K-$6K
1024,Research & Development,Healthcare Representative,48,Male,10999,15,No,3,3,No,0.020099794,2.0,🟢 Low,> $10K
902,Research & Development,Healthcare Representative,43,Female,5562,5,No,4,2,No,0.020099564,2.0,🟢 Low,$3K-$6K
1259,Research & Development,Research Scientist,27,Male,2517,5,No,3,3,No,0.020011796,2.0,🟢 Low,< $3K
422,Research & Development,Healthcare Representative,58,Male,5660,5,Yes,3,3,No,0.020011496,2.0,🟢 Low,$3K-$6K
139,Research & Development,Healthcare Representative,37,Male,5163,1,No,4,4,No,0.019992232,2.0,🟢 Low,$3K-$6K
1934,Research & Development,Research Scientist,47,Male,5467,8,No,2,4,No,0.019947965,2.0,🟢 Low,$3K-$6K
742,Research & Development,Research Director,36,Female,11713,8,No,1,3,No,0.019833546,2.0,🟢 Low,> $10K
211,Research & Development,Manufacturing Director,51,Male,6132,1,No,3,3,No,0.019757878,2.0,🟢 Low,$6K-$10K
1554,Sales,Sales Representative,35,Female,2430,5,No,3,3,No,0.019725038,2.0,🟢 Low,< $3K
880,Research & Development,Manufacturing Director,35,Female,10685,17,Yes,3,3,No,0.019593058,2.0,🟢 Low,> $10K
419,Research & Development,Laboratory Technician,36,Female,5674,9,No,2,3,No,0.019585406,2.0,🟢 Low,$3K-$6K
450,Research & Development,Research Scientist,54,Female,4869,4,No,3,2,No,0.019534964,2.0,🟢 Low,$3K-$6K
2052,Research & Development,Research Scientist,35,Female,2977,4,No,4,3,No,0.01935455,1.9,🟢 Low,< $3K
1892,Research & Development,Manager,40,Male,16823,19,No,1,3,No,0.019080713,1.9,🟢 Low,> $10K
1355,Sales,Sales Executive,38,Female,6893,7,No,1,3,No,0.019073894,1.9,🟢 Low,$6K-$10K
499,Research & Development,Healthcare Representative,49,Male,10965,5,No,3,3,No,0.01897659,1.9,🟢 Low,> $10K
1947,Research & Development,Research Scientist,28,Male,2144,5,No,3,2,No,0.018788641,1.9,🟢 Low,< $3K
264,Research & Development,Manager,45,Male,16792,20,No,4,3,No,0.018715724,1.9,🟢 Low,> $10K
924,Research & Development,Healthcare Representative,36,Male,6586,16,Yes,4,2,No,0.018713595,1.9,🟢 Low,$6K-$10K
1367,Research & Development,Manufacturing Director,51,Female,13142,5,No,2,2,No,0.018709937,1.9,🟢 Low,> $10K
1888,Research & Development,Manufacturing Director,45,Female,5906,9,No,4,2,No,0.018696984,1.9,🟢 Low,$3K-$6K
1703,Research & Development,Healthcare Representative,44,Female,7879,8,Yes,4,3,No,0.018653473,1.9,🟢 Low,$6K-$10K
1256,Research & Development,Manager,49,Male,18711,1,No,3,4,No,0.018619603,1.9,🟢 Low,> $10K
1097,Research & Development,Research Scientist,28,Female,3660,8,No,3,4,No,0.018616814,1.9,🟢 Low,$3K-$6K
1778,Human Resources,Human Resources,43,Male,3539,9,No,4,3,No,0.018572517,1.9,🟢 Low,$3K-$6K
105,Research & Development,Research Scientist,35,Male,2859,6,No,3,3,No,0.018558068,1.9,🟢 Low,< $3K
